partner_id,tenure_months,city_district,avg_customer_rating,safety_score,avg_weekly_trips,grab_pay_usage_rate,acceptance_rate,cancellation_rate,peak_hour_percentage,avg_weekly_earnings,earnings_stability_score,loan_default
295,22,North,4.64,90.4,73,0.54,0.96,0.14,0.38,14592.599202126768,916.37,0
296,36,South,4.85,82.9,137,0.72,0.9,0.11,0.74,17821.67027841159,3164.09,1
297,1,West,4.58,74.0,59,0.34,0.93,0.14,0.64,12036.15602908059,2448.89,1
298,54,South,4.88,95.6,74,0.16,0.9,0.11,0.25,11481.595592376709,4380.18,1
299,16,West,4.84,99.7,56,0.76,0.86,0.08,0.36,11973.069822653357,2886.79,1
300,17,East,4.9,82.2,137,0.14,0.85,0.12,0.7,16378.207418835022,1042.32,1
301,4,South,4.72,79.9,125,0.77,0.86,0.05,0.7,17334.17913045799,1356.5,1
302,45,West,4.93,74.1,140,0.65,0.88,0.05,0.39,18423.412832404283,2608.12,0
303,31,West,4.87,94.1,40,0.47,0.9,0.01,0.66,13540.839993589547,1346.35,0
304,13,West,4.83,93.3,80,0.41,0.88,0.12,0.6,13209.333134602904,966.0,0
305,17,North,4.62,72.7,140,0.84,0.98,0.1,0.7,17250.504982612158,2789.12,1
306,56,South,4.55,87.6,61,0.26,0.94,0.05,0.48,13737.948779187533,665.41,0
307,59,South,4.83,71.1,85,0.22,0.9,0.07,0.45,14682.769258365943,1848.83,1
308,49,West,4.51,82.4,49,0.31,0.98,0.12,0.28,11135.749545159862,2531.11,1
309,27,East,4.6,95.6,55,0.46,0.96,0.08,0.41,14448.237954645683,2038.57,0
310,44,East,4.89,78.8,27,0.55,0.89,0.15,0.7,11197.493312135703,2778.83,1
311,43,North,4.63,82.8,21,0.4,0.9,0.11,0.58,9867.627605813317,1108.01,1
312,31,East,4.62,73.1,23,0.3,0.96,0.15,0.33,12705.277002390665,1773.57,1
313,35,East,4.79,97.7,141,0.59,0.95,0.08,0.71,18123.124231209185,1115.89,0
314,30,South,4.9,73.8,71,0.39,0.99,0.03,0.7,11784.019692484235,2523.78,0
315,55,South,4.76,70.6,108,0.36,0.89,0.13,0.35,14604.260336933758,2551.1,1
316,52,South,4.61,99.4,105,0.61,0.88,0.06,0.62,15661.49702773677,1434.64,0
317,11,South,4.9,71.6,20,0.66,0.99,0.14,0.21,11146.62993704858,1976.11,1
318,36,West,4.54,79.2,73,0.41,0.87,0.08,0.58,15820.840159545285,886.8,1
319,41,North,4.93,86.7,41,0.6,0.96,0.08,0.36,13157.947481795305,1415.6,0
320,50,North,4.85,93.9,121,0.24,0.93,0.11,0.77,18103.277505649283,826.4,0
321,27,North,4.54,89.8,93,0.76,0.98,0.12,0.57,14598.625623477254,1562.06,0
322,59,North,4.83,75.7,53,0.48,0.94,0.02,0.38,13455.659928990694,2042.02,0
323,46,South,4.93,97.7,25,0.51,0.91,0.14,0.27,13580.083420788578,2104.71,0
324,26,South,4.87,97.2,57,0.86,0.91,0.14,0.29,13798.025830335895,842.13,0
325,5,South,4.86,96.3,33,0.88,0.95,0.03,0.79,12707.392863370926,1765.79,0
326,54,East,4.59,92.4,98,0.3,0.94,0.03,0.33,13951.17037985029,1095.24,0
327,28,South,4.92,91.7,124,0.74,0.91,0.07,0.54,18029.189549264553,1224.38,0
328,37,West,4.67,81.1,91,0.13,0.98,0.06,0.77,14405.975239934016,1201.4,1
329,7,West,4.63,73.1,47,0.27,0.89,0.13,0.26,12489.50969039375,593.04,1
330,35,West,4.63,93.9,26,0.15,0.97,0.04,0.39,12961.225687236201,2814.83,0
331,36,North,4.51,80.4,143,0.58,0.99,0.09,0.76,14567.897406023036,2397.82,1
332,27,West,4.71,99.1,138,0.12,0.98,0.15,0.61,18093.282498118275,2429.36,0
333,14,South,4.86,86.6,68,0.53,0.91,0.03,0.4,13264.336249614034,3167.92,0
334,19,South,4.92,86.3,72,0.84,0.97,0.03,0.65,15006.969341778096,3173.39,0
335,10,North,4.54,85.9,125,0.72,0.91,0.01,0.52,15887.790086735122,3465.99,1
336,5,East,4.78,98.4,109,0.75,0.98,0.08,0.45,16476.42553821975,2555.92,0
337,58,West,4.87,78.6,40,0.88,0.99,0.11,0.33,10418.555851362562,1383.49,0
338,5,East,4.66,97.0,49,0.63,0.97,0.03,0.5,13358.275326627678,2672.71,0
339,10,East,4.55,73.1,130,0.67,0.98,0.05,0.73,17864.268768813134,2933.06,1
340,43,West,4.67,82.2,135,0.74,0.96,0.07,0.26,18480.970902494075,1670.39,1
341,7,North,4.56,73.1,20,0.4,0.93,0.04,0.75,11670.605988017927,1188.01,1
342,1,North,4.89,96.0,36,0.54,0.94,0.11,0.79,13167.158611183322,3715.65,1
343,55,North,4.83,79.0,84,0.48,0.86,0.12,0.36,15852.337680956956,2843.5,1
344,48,West,4.87,86.1,97,0.79,0.93,0.1,0.33,16899.249044865257,2064.97,1
345,24,East,4.76,76.8,39,0.7,0.89,0.12,0.63,10562.595318357418,1982.74,1
346,8,North,4.82,75.9,142,0.65,0.91,0.1,0.57,16544.61004892532,2728.74,1
347,6,North,4.62,75.3,90,0.53,0.96,0.14,0.43,14063.858948099245,2092.31,1
348,54,East,4.79,70.6,98,0.42,0.94,0.14,0.55,13373.566558005426,5038.58,1
349,50,West,4.63,80.9,145,0.13,0.9,0.06,0.43,16107.137146178973,2874.55,0
350,25,North,4.5,97.5,65,0.7,0.93,0.09,0.35,15884.97023531448,709.04,1
351,10,South,4.98,88.5,67,0.27,0.97,0.01,0.73,14003.272471933,2595.18,0
352,48,South,4.71,74.3,22,0.38,0.87,0.06,0.4,11499.695716441689,669.76,1
353,13,South,4.94,98.6,113,0.81,0.92,0.09,0.4,18152.070103716764,1594.2,0
354,40,West,4.65,97.8,104,0.21,0.91,0.08,0.56,15670.087888105383,1733.52,0
355,49,South,4.69,79.4,33,0.81,0.93,0.15,0.75,13198.459180277674,476.13,1
356,17,East,4.52,90.5,27,0.27,1.0,0.12,0.5,14917.596116109129,2818.66,1
357,3,South,4.91,78.7,83,0.63,0.9,0.13,0.23,13621.918305064939,1251.11,1
358,53,South,4.87,86.8,140,0.58,0.92,0.05,0.38,16796.123815005183,1701.21,0
359,2,West,4.5,70.5,40,0.67,0.92,0.12,0.67,10720.762017836763,4199.43,1
360,32,South,4.81,75.4,107,0.34,0.96,0.07,0.26,13599.415518773418,1405.85,0
361,34,South,4.5,79.3,118,0.34,0.96,0.12,0.76,18215.23932622975,1258.42,1
362,5,North,4.58,90.9,60,0.22,0.97,0.05,0.21,11745.453869876346,1004.25,0
363,21,South,4.94,89.1,31,0.13,0.97,0.02,0.32,11163.73968567132,1976.64,0
364,27,East,4.64,79.6,122,0.72,0.99,0.05,0.35,16181.671501709245,3390.05,1
365,5,West,4.73,97.3,59,0.27,0.91,0.13,0.46,13432.295492135707,1893.85,1
366,46,South,4.97,74.0,88,0.22,0.94,0.02,0.44,14581.708182235814,2432.69,0
367,6,East,4.97,73.2,141,0.6,0.9,0.08,0.33,17816.305301462246,3252.84,1
368,36,South,4.79,80.1,97,0.21,0.89,0.04,0.58,18248.40246228353,2889.84,1
369,49,West,4.58,93.7,38,0.25,0.95,0.08,0.6,13273.662563801301,2519.75,1
370,14,South,4.62,78.2,146,0.41,0.9,0.09,0.67,20304.485320015392,1823.63,1
371,34,North,4.97,72.9,32,0.5,0.89,0.11,0.25,9290.553743697958,1124.28,1
372,22,South,4.83,77.2,58,0.65,0.88,0.08,0.78,13160.11509942376,1484.64,1
373,44,North,4.78,74.2,99,0.35,0.92,0.13,0.66,16172.774031709003,2701.63,1
374,27,West,4.84,73.6,25,0.8,0.93,0.13,0.42,10601.872540898223,1468.22,1
375,23,West,4.93,85.0,76,0.66,0.89,0.05,0.79,14724.89255872559,581.27,0
376,16,East,4.99,77.5,47,0.79,0.95,0.11,0.79,16425.16177851366,1535.14,1
377,34,North,4.56,81.8,89,0.72,0.99,0.04,0.46,15344.683435625728,218.15,0
378,5,South,4.99,99.6,22,0.11,0.87,0.12,0.36,10322.93319220183,1942.75,0
379,42,West,4.76,92.5,99,0.76,0.87,0.11,0.31,15400.160355684475,4537.38,0
380,21,East,4.57,95.4,107,0.2,1.0,0.07,0.52,12999.59152167688,3134.46,1
381,34,South,4.81,86.0,141,0.85,0.93,0.12,0.34,18965.02579301107,4169.7,1
382,3,South,4.64,73.0,91,0.86,0.88,0.07,0.78,15667.489768967096,1734.63,1
383,24,West,4.75,86.2,103,0.3,0.88,0.12,0.46,14638.889582803846,3339.15,1
384,32,South,4.82,72.9,42,0.18,0.87,0.01,0.42,12923.428146950373,553.16,1
385,18,North,4.54,80.6,84,0.82,0.87,0.11,0.39,12542.48911335622,1827.09,1
386,29,East,4.55,87.2,47,0.28,0.92,0.12,0.25,9712.50716941463,1694.67,0
387,30,North,4.83,95.5,36,0.44,0.9,0.08,0.56,10542.884668708663,2788.85,0
388,12,South,4.68,87.7,146,0.21,0.9,0.04,0.35,16021.664042321903,2420.85,1
389,28,East,4.67,84.6,128,0.6,0.99,0.03,0.65,17284.861243940835,211.47,0
390,16,North,4.69,81.5,108,0.11,0.88,0.14,0.3,17059.898173751862,2921.3,1
391,55,South,4.61,86.0,33,0.85,0.97,0.01,0.52,13746.963458535985,1807.3,0
392,21,West,4.95,75.6,148,0.81,0.88,0.13,0.74,16424.12837775311,1232.55,1
393,3,East,4.58,81.4,106,0.5,0.91,0.14,0.58,16242.726012877667,2805.29,1
394,21,North,4.77,80.4,62,0.88,0.95,0.08,0.6,14085.232252246265,1565.17,0
395,24,East,4.83,95.6,31,0.75,0.86,0.02,0.7,10750.326710613834,3115.25,0
396,31,West,4.69,98.5,89,0.5,0.96,0.11,0.48,17764.954879494097,2111.53,0
397,6,South,4.83,79.0,137,0.32,0.89,0.07,0.78,17663.397162901256,1776.64,1
398,49,East,4.84,84.4,52,0.29,0.97,0.07,0.62,14780.224083510491,1362.03,0
399,32,North,4.88,79.6,144,0.46,0.87,0.13,0.75,17536.322045428115,2663.49,1
400,5,North,4.51,88.1,34,0.72,0.91,0.14,0.6,9060.41005910809,1701.08,1
401,9,East,4.53,96.8,72,0.8,0.97,0.04,0.78,15471.867262828804,2153.76,0
402,31,North,4.87,75.7,38,0.42,0.95,0.13,0.67,11163.158122006544,2552.2,1
403,7,North,4.85,77.0,64,0.58,1.0,0.02,0.56,12949.358291384695,2890.73,0
404,24,East,4.74,90.8,85,0.29,0.97,0.05,0.47,12719.609898801196,1116.47,0
405,24,East,4.91,71.8,124,0.77,0.99,0.02,0.79,15909.258469553239,90.1,0
406,55,North,4.95,95.0,47,0.24,0.99,0.06,0.74,13806.795561129624,346.63,0
407,3,South,4.53,74.9,136,0.11,0.98,0.03,0.51,15625.120735668885,1576.92,1
408,5,South,4.65,88.0,33,0.75,0.93,0.14,0.54,13287.334214164757,372.81,1
409,31,East,4.71,92.6,98,0.48,0.92,0.02,0.27,15070.319952194865,802.27,0
410,7,East,4.64,81.2,132,0.58,0.94,0.03,0.33,17877.81761554203,2101.36,0
411,13,South,4.61,77.0,77,0.51,0.91,0.02,0.64,14839.540066144078,1543.54,1
412,1,South,4.85,77.3,79,0.53,0.91,0.14,0.55,14684.681626709737,1875.56,1
413,45,South,4.85,80.9,86,0.9,0.92,0.02,0.76,16271.585344686318,1936.08,0
414,28,North,4.75,84.1,22,0.88,0.98,0.01,0.26,11746.799681939983,1853.45,0
415,52,West,4.59,99.9,114,0.47,0.89,0.07,0.4,15187.694387375639,1799.46,0
416,7,East,4.92,88.6,46,0.11,0.97,0.08,0.4,11603.864974798216,3488.16,1
417,20,North,4.95,98.3,70,0.19,0.95,0.15,0.36,14286.910993282196,1637.93,0
418,52,North,4.82,95.9,73,0.75,0.99,0.05,0.22,14492.726796329123,1621.49,0
419,31,South,4.78,88.9,67,0.48,0.91,0.05,0.65,15196.99617177736,2205.89,1
420,56,West,4.51,75.4,26,0.13,0.96,0.02,0.74,11944.463366762526,354.73,0
421,44,West,4.66,89.1,43,0.78,0.86,0.04,0.32,9314.335221528007,1866.39,1
422,37,West,4.93,72.1,145,0.84,0.93,0.01,0.72,18062.33388565763,1600.41,0
423,11,North,4.81,83.4,31,0.82,0.9,0.04,0.41,9358.368658491685,2830.31,0
424,48,North,4.84,95.1,108,0.11,0.86,0.06,0.71,16151.261573730251,1929.12,0
425,42,South,4.74,97.1,114,0.87,0.94,0.01,0.39,16892.52644389428,0.0,0
426,8,South,4.89,74.3,132,0.46,0.9,0.06,0.79,19398.731288176994,449.95,1
427,35,South,4.85,86.8,111,0.88,0.88,0.02,0.7,16365.284673371296,457.4,0
428,5,East,4.99,74.3,127,0.25,0.93,0.03,0.26,13118.319627506447,3262.74,1
429,14,South,4.66,78.6,21,0.76,0.89,0.12,0.49,10544.6800475678,2808.48,1
430,25,North,4.83,77.3,77,0.25,0.98,0.09,0.54,14075.417725475201,1143.58,1
431,59,North,4.71,94.2,129,0.27,0.99,0.02,0.54,18396.903837677008,2286.13,0
432,15,South,4.8,78.6,86,0.19,0.88,0.02,0.65,16170.58960885762,1213.11,0
433,16,South,4.7,79.0,141,0.87,0.91,0.07,0.54,20040.873211649872,2746.58,1
434,27,North,4.64,95.6,122,0.48,0.95,0.05,0.74,16403.04898750904,797.14,0
435,49,East,4.68,81.5,121,0.35,0.99,0.1,0.45,18635.862587537005,1889.83,1
436,55,West,4.56,73.5,90,0.46,0.87,0.04,0.63,15322.068124652456,1348.61,0
437,22,East,4.94,80.6,119,0.13,0.9,0.07,0.76,18073.75798098791,2031.14,1
438,17,West,4.76,78.9,47,0.67,0.99,0.05,0.67,12606.04472395462,3583.58,1
439,24,West,4.8,89.5,104,0.67,0.88,0.07,0.75,16412.65828354226,1350.48,0
440,56,West,4.9,82.3,35,0.23,0.91,0.04,0.58,10957.52476919018,251.34,0
441,31,North,4.95,88.8,93,0.77,0.89,0.13,0.32,16109.281022880257,3990.59,0
442,13,West,4.98,95.6,109,0.3,0.97,0.13,0.61,15685.14453521528,3270.95,0
443,27,West,4.58,96.9,129,0.32,0.95,0.15,0.62,15207.883302936241,2543.69,1
444,47,West,4.56,85.9,147,0.54,0.92,0.13,0.62,16135.632759603674,1775.68,1
445,36,East,4.65,90.4,33,0.18,0.85,0.14,0.23,10286.672211763384,1849.21,1
446,1,West,4.64,76.0,46,0.13,0.88,0.04,0.46,14389.663763157547,3553.13,1
447,21,West,4.98,97.5,136,0.45,0.96,0.07,0.34,16578.398220194853,2222.83,0
448,9,East,4.78,79.3,31,0.85,0.92,0.07,0.58,11808.32203515964,2579.4,1
449,22,South,4.89,93.9,32,0.57,0.92,0.04,0.63,11642.656053588693,2292.49,0
450,29,East,4.89,76.9,51,0.66,0.99,0.03,0.57,13954.580256051437,892.43,0
451,43,East,4.72,74.9,73,0.7,0.97,0.09,0.69,14529.60564239376,1732.98,1
452,27,East,4.57,98.4,129,0.23,0.85,0.03,0.75,16151.251604451241,2715.23,1
453,20,South,4.63,97.0,102,0.86,0.87,0.12,0.69,15478.723196575951,1613.19,0
454,9,South,4.74,71.2,80,0.42,0.85,0.09,0.38,12641.591487918316,1454.48,1
455,43,North,4.89,72.4,146,0.79,0.89,0.14,0.25,16409.717129190853,1101.53,1
456,18,North,4.75,92.8,125,0.78,0.9,0.1,0.22,15141.060672503134,2278.35,0
457,14,South,4.64,90.1,127,0.12,0.88,0.09,0.71,17059.966070037484,1227.77,1
458,2,South,4.82,86.3,20,0.38,0.86,0.05,0.26,12505.813593370616,1857.46,1
459,45,West,4.53,87.4,57,0.39,0.97,0.12,0.52,13603.604905643724,1127.56,1
460,23,North,4.59,77.3,134,0.72,0.95,0.12,0.42,16280.106531039723,2005.73,1
461,46,East,4.86,81.3,119,0.61,0.96,0.14,0.33,17639.766771231025,2453.92,0
462,41,West,4.74,98.2,85,0.79,1.0,0.09,0.65,14190.399956790348,2093.85,1
463,26,South,4.98,72.6,128,0.65,0.94,0.04,0.36,16607.77325314876,2507.34,1
464,2,West,4.58,84.1,35,0.66,0.89,0.06,0.24,8515.720724042234,1354.54,1
465,43,North,4.94,73.0,37,0.55,0.89,0.07,0.73,15260.200396949625,1293.11,0
466,45,South,4.55,79.7,107,0.82,0.86,0.1,0.43,16333.965721556051,2135.9,1
467,39,South,4.87,96.9,22,0.35,0.94,0.11,0.27,10535.758524647794,2725.18,0
468,29,West,4.96,82.1,89,0.68,0.93,0.06,0.56,16303.431045582669,2931.03,0
469,10,West,4.56,83.5,148,0.72,0.94,0.06,0.52,14986.362836690354,0.0,0
470,56,West,4.69,78.5,103,0.78,0.9,0.06,0.61,16413.88955293806,1203.47,1
471,54,East,4.55,79.4,79,0.78,0.92,0.06,0.65,13420.928989122089,2484.43,1
472,17,North,4.68,71.9,72,0.55,0.93,0.05,0.71,15193.913344105387,307.19,1
473,19,West,4.91,76.6,56,0.64,0.87,0.01,0.53,13930.329294497835,1880.67,0
474,10,East,4.55,75.3,87,0.47,0.9,0.13,0.38,12293.200145028415,1446.69,1
475,58,West,4.88,90.5,84,0.32,0.99,0.13,0.73,15547.722231621696,2139.8,0
476,20,South,5.0,73.6,85,0.55,0.94,0.06,0.49,14368.998673342796,721.62,1
477,6,South,4.59,72.8,131,0.18,0.98,0.15,0.36,15323.282108292351,2173.54,1
478,33,West,4.58,95.6,88,0.76,0.93,0.11,0.21,14722.770566380572,3098.33,0
479,36,West,4.64,92.1,116,0.51,0.92,0.09,0.34,15026.449823347786,2327.26,0
480,23,North,4.54,73.3,44,0.3,0.93,0.13,0.25,9972.314563684911,2015.56,1
481,35,East,4.55,86.2,58,0.1,0.98,0.04,0.79,11583.695231856971,2242.0,1
482,53,South,4.84,86.8,74,0.27,0.97,0.06,0.25,13738.138368164304,879.44,0
483,18,North,4.74,97.6,136,0.61,0.96,0.06,0.62,18802.08777047961,4290.39,0
484,34,East,4.88,99.2,115,0.11,0.9,0.02,0.67,15574.256473561883,2190.79,0
485,17,East,4.55,95.9,47,0.82,0.9,0.05,0.74,15366.177407345698,3017.35,0
486,10,South,4.59,96.9,125,0.21,0.98,0.1,0.52,18224.64522172801,2681.62,1
487,50,North,4.56,98.5,133,0.39,0.93,0.02,0.61,17099.132695710337,1232.12,0
488,53,North,4.94,73.2,147,0.56,0.88,0.02,0.27,14946.141260279346,1893.58,0
489,56,North,4.57,80.0,32,0.49,0.88,0.07,0.54,10981.637200330091,2432.66,1
490,26,East,4.68,90.6,142,0.79,0.98,0.11,0.56,15745.850082263958,2024.66,1
491,42,East,4.95,83.8,145,0.39,0.94,0.15,0.71,18271.47230081979,2889.88,1
492,15,East,4.63,81.7,119,0.81,0.89,0.08,0.79,15297.428881744618,2576.36,1
493,6,West,4.92,79.8,31,0.84,0.94,0.07,0.61,12577.875243430786,1826.83,0
494,3,West,4.88,82.7,105,0.19,0.86,0.12,0.41,16730.26669376061,2447.22,1
495,49,South,4.61,95.7,142,0.71,0.91,0.13,0.71,19135.64532791635,2364.21,1
496,9,North,4.71,86.3,102,0.21,0.93,0.1,0.54,16219.79192486628,2711.55,1
497,2,South,4.57,72.3,135,0.4,0.87,0.04,0.34,15830.276058720692,2747.75,1
498,39,West,4.52,83.5,84,0.31,0.97,0.03,0.61,13112.025283045203,3817.84,1
499,56,South,4.69,88.7,135,0.85,0.88,0.09,0.23,14702.121866485786,2150.86,0
500,24,North,4.8,78.6,26,0.43,0.88,0.1,0.6,12879.02450207928,1776.95,1
501,42,South,4.73,79.9,52,0.17,0.95,0.05,0.43,11367.632251440915,2724.73,1
502,59,South,4.82,76.9,23,0.74,0.97,0.1,0.21,10753.64928272915,2181.17,0
503,11,West,4.77,83.9,32,0.2,0.94,0.02,0.6,12463.116197580981,2370.48,1
504,34,South,4.93,81.5,148,0.37,0.99,0.15,0.5,17893.30163374109,3132.86,1
505,29,West,4.74,71.7,97,0.85,0.85,0.06,0.75,16541.995507052554,2652.42,1
506,1,South,5.0,92.0,60,0.42,0.91,0.08,0.23,16041.268153055726,1528.58,0
507,42,South,4.76,88.7,116,0.12,0.93,0.13,0.77,17935.738887144395,1607.8,0
508,50,West,4.72,97.7,129,0.82,0.9,0.03,0.34,15168.457527873103,2301.89,0
509,29,North,5.0,96.2,50,0.41,0.99,0.11,0.55,14132.721703778878,830.42,0
510,3,South,4.64,86.8,115,0.87,0.89,0.05,0.58,15724.594331730836,2211.64,1
511,52,East,4.66,87.7,117,0.9,0.94,0.1,0.57,18440.76026180518,2053.03,1
512,54,South,4.73,72.8,21,0.45,0.95,0.05,0.58,13111.792533096032,1938.56,1
513,2,South,4.73,93.4,40,0.32,0.91,0.07,0.26,10388.089075523405,3741.18,1
514,54,North,4.53,77.6,123,0.11,0.93,0.04,0.56,16390.886379421034,2376.83,1
515,38,South,4.52,94.7,38,0.86,0.96,0.01,0.57,12469.607739763891,1442.48,0
516,6,East,4.99,76.9,72,0.19,0.95,0.13,0.72,16194.377216378649,2873.77,1
517,11,West,4.82,88.1,103,0.13,0.99,0.02,0.31,12960.165986238633,3623.12,1
518,52,East,4.8,96.9,43,0.54,0.9,0.14,0.42,12699.887293771406,2915.38,0
519,45,West,4.76,80.6,88,0.81,0.92,0.1,0.4,13034.585277992723,2355.58,0
520,30,West,4.9,88.0,97,0.38,0.95,0.09,0.65,15620.676266868664,3704.79,0
521,21,South,4.84,73.1,86,0.26,0.96,0.08,0.52,16041.674194023752,1298.85,1
522,39,West,4.73,84.5,105,0.32,0.9,0.07,0.53,13021.56357613773,2806.92,1
523,45,South,4.97,72.2,64,0.75,0.88,0.06,0.41,15358.999173736313,2365.05,0
524,1,West,4.72,70.8,37,0.44,0.97,0.09,0.61,12275.616055927425,2140.47,1
525,39,West,4.69,83.1,143,0.29,0.92,0.08,0.41,16825.924175864613,0.0,0
526,20,East,4.92,84.8,27,0.35,0.99,0.05,0.33,12484.89552274328,1324.31,0
527,35,West,4.74,71.4,24,0.43,0.96,0.13,0.71,10938.226565325112,2616.19,1
528,32,North,4.85,99.2,46,0.29,0.89,0.12,0.78,13698.182693426865,1189.96,1
529,8,West,4.85,95.7,143,0.52,0.9,0.14,0.71,16073.839513480616,3078.47,1
530,16,East,4.77,90.2,121,0.6,0.87,0.14,0.79,17040.131182501373,1331.18,1
531,13,East,4.61,80.7,114,0.69,0.89,0.09,0.47,14764.19316555612,1458.46,1
532,56,West,4.69,77.5,56,0.35,0.88,0.15,0.56,11777.297305041284,660.54,1
533,7,South,4.81,88.7,75,0.49,0.9,0.01,0.47,11051.782170027454,1149.13,0
534,1,West,4.51,88.3,64,0.15,0.98,0.11,0.58,12825.835840980024,2980.49,1
535,23,South,4.83,99.3,23,0.68,0.98,0.06,0.24,8460.341068813363,1787.87,0
536,28,North,4.56,86.4,101,0.35,0.85,0.1,0.22,14263.694284191337,2825.74,1
537,4,East,4.86,73.5,34,0.15,0.98,0.06,0.2,11984.088371484213,2290.69,1
538,13,South,4.86,81.9,61,0.5,0.86,0.13,0.4,12281.587697934134,1767.95,1
539,18,North,4.69,73.4,139,0.61,0.92,0.04,0.76,19269.138669812568,1432.28,1
540,15,South,4.91,70.9,28,0.17,0.91,0.14,0.41,9584.66624215371,2661.71,1
541,21,West,4.93,92.5,75,0.46,0.95,0.1,0.37,13602.275968209851,1054.88,0
542,50,East,4.99,74.2,123,0.86,0.96,0.04,0.25,15758.39136127127,3027.98,0
543,47,North,4.69,79.6,46,0.18,0.93,0.13,0.46,12284.069208734682,2139.56,1
544,44,West,4.77,88.0,39,0.55,0.85,0.15,0.56,14667.466942195993,869.05,1
545,55,North,4.82,87.8,31,0.16,0.89,0.11,0.47,10215.068428990488,2041.23,1
546,14,West,4.6,81.1,49,0.37,0.87,0.13,0.72,12836.913721689521,1805.62,1
547,30,North,4.8,73.7,117,0.59,0.86,0.06,0.43,15744.735777152162,4170.33,1
548,8,West,4.84,94.3,121,0.72,0.88,0.01,0.36,14674.47568740384,2479.73,0
549,8,West,4.57,98.2,132,0.77,0.97,0.07,0.74,15525.585644031178,128.78,0
550,4,South,4.95,99.0,75,0.83,0.92,0.09,0.65,14148.98972507179,1975.75,0
551,2,South,4.5,87.4,105,0.81,0.91,0.06,0.28,12952.241499249625,734.41,1
552,32,West,4.62,86.1,143,0.69,0.98,0.04,0.33,16458.630373889653,262.85,0
553,28,South,4.62,97.7,143,0.49,0.96,0.06,0.4,17012.099872810162,1946.2,1
554,33,South,4.89,80.4,147,0.32,0.88,0.06,0.38,18803.13844425195,2255.24,0
555,25,South,4.51,88.0,139,0.45,0.87,0.11,0.49,18944.60444867245,2018.78,1
556,22,North,4.72,93.6,24,0.17,0.86,0.13,0.77,11933.16778660788,1806.05,1
557,42,East,4.56,72.6,140,0.54,0.97,0.03,0.55,16066.74661383524,1214.43,1
558,3,North,4.97,94.0,122,0.74,0.91,0.08,0.42,13896.916204708372,1641.93,0
559,35,North,4.89,77.3,54,0.52,1.0,0.05,0.72,12145.732585211857,1558.45,0
560,45,North,4.6,97.2,82,0.86,0.87,0.08,0.51,10500.176918115223,1879.51,0
561,31,North,4.87,91.4,142,0.34,0.95,0.05,0.73,18500.36718854419,1350.76,1
562,56,North,4.8,94.7,92,0.39,0.89,0.12,0.45,13197.173053339819,3877.76,0
563,1,West,4.7,98.7,131,0.81,0.98,0.15,0.72,17009.277757094886,2851.59,1
564,39,South,4.79,94.1,55,0.28,0.89,0.07,0.27,11352.494955400674,1768.45,1
565,34,West,4.96,70.2,56,0.75,0.96,0.09,0.74,14224.990435337957,2529.03,0
566,33,North,4.57,96.3,121,0.12,0.96,0.02,0.29,15543.14299750712,1380.97,0
567,41,West,4.51,88.1,136,0.88,0.92,0.09,0.58,19153.723064051046,3260.63,1
568,2,West,4.93,86.5,118,0.51,0.97,0.03,0.77,19172.52973151251,1090.54,0
569,25,West,4.91,79.3,98,0.19,0.94,0.12,0.52,14629.46613394994,2218.26,1
570,17,North,4.94,85.0,20,0.41,0.9,0.12,0.54,11436.830594614485,1365.08,0
571,57,East,4.76,91.2,89,0.54,0.9,0.1,0.54,15949.659445551417,1762.89,0
572,1,West,4.62,74.9,103,0.7,0.9,0.13,0.64,16424.468630129424,625.34,1
573,12,West,4.51,80.4,109,0.23,0.87,0.08,0.53,17040.928200018927,1804.11,1
574,53,East,4.77,89.5,123,0.23,0.93,0.07,0.24,13659.618715935027,2454.21,0
575,58,North,4.77,78.8,76,0.36,0.89,0.13,0.51,13203.308054607747,2301.43,1
576,9,West,4.95,80.0,105,0.3,0.92,0.12,0.58,19112.11857654917,3808.82,1
577,44,East,4.52,90.4,139,0.38,0.91,0.04,0.78,17352.83485521812,2119.77,1
578,10,South,4.53,71.7,99,0.58,0.88,0.13,0.4,12431.00787978082,871.34,1
579,36,West,4.93,92.9,70,0.23,0.93,0.14,0.75,14934.534956412643,829.06,0
580,15,South,4.74,86.6,136,0.28,0.88,0.08,0.23,17482.46493398141,1105.56,1
581,46,South,4.61,90.4,25,0.75,0.99,0.04,0.46,10112.42162878466,664.2,1
582,40,South,4.79,98.1,92,0.72,0.92,0.15,0.49,14696.247930152384,1738.39,1
583,4,South,5.0,93.1,115,0.12,0.85,0.03,0.59,18289.92935488197,2127.84,0
584,52,West,4.98,94.9,52,0.74,0.91,0.09,0.76,15358.288201341404,2520.03,0
585,21,North,4.66,74.9,73,0.34,0.96,0.07,0.64,12628.984288040876,3135.66,1
586,8,North,4.68,93.9,39,0.64,0.85,0.08,0.3,9525.24039351963,2986.6,1
587,43,North,4.67,96.7,131,0.77,0.94,0.01,0.7,16640.210298192716,2846.39,0
588,36,North,4.92,89.5,103,0.74,0.86,0.02,0.24,19352.16054587313,1111.66,0
589,6,West,4.87,86.4,32,0.25,0.9,0.07,0.5,10240.350432886475,2904.95,1
590,59,North,4.99,97.0,56,0.45,0.91,0.14,0.28,10325.855207742046,1551.4,0
